186,174,219,190,273,179,
192,169,224,185,270,178,
203,170,234,186,290,175,
212,174,247,191,295,180,
215,175,250,191,298,180,
178,176,222,174,255,188,
181,178,234,178,265,191,
178,181,242,184,283,196,
183,184,248,186,280,197,
186,185,255,187,290,201,
199,189,267,190,295,202,
205,184,270,187,
188,164,223,185,279,185,
199,167,229,185,282,186,
212,170,236,187,296,190,
217,170,242,188,296,190,
180,172,223,176,249,193,292,194,
176,172,228,179,257,196,
174,180,235,189,261,204,
202,185,258,193,314,212,
181,160,206,182,264,191,289,203,
183,159,225,186,273,192,
199,162,231,182,283,192,
211,166,244,189,285,194,
225,165,252,187,
177,168,229,175,258,196,293,201,
179,173,236,184,264,203,
188,176,245,184,278,207,
194,181,253,190,285,210,
203,180,268,192,292,208,
188,155,220,182,276,192,
195,156,236,186,287,194,
207,159,244,187,297,197,
221,162,248,187,295,196,
178,162,223,166,259,193,289,199,
178,169,225,173,269,201,
180,170,240,178,277,205,
184,171,243,178,279,205,
188,173,248,180,282,206,
186,172,246,181,302,211,
176,165,246,178,277,204,
177,167,243,177,274,203,
175,166,247,181,275,207,
180,172,243,183,273,208,
184,170,248,179,280,205,
189,174,251,182,308,214,
188,173,250,182,276,205,
193,173,252,181,317,217,
200,175,256,181,284,206,
204,175,260,183,316,215,
184,175,245,184,274,208,
178,168,240,178,275,205,
172,165,239,183,272,211,
173,169,239,181,267,207,
178,168,235,176,261,201,
179,169,235,176,264,202,
177,168,234,175,269,204,
179,171,232,174,261,201,
182,171,240,176,269,204,
183,175,236,178,296,208,
179,173,240,182,271,211,
186,170,243,176,276,204,
184,168,246,181,280,208,
204,175,263,185,289,209,
203,175,257,182,285,205,
203,173,262,185,316,218,
199,174,255,181,316,216,
205,177,257,184,297,214,
207,173,256,179,317,215,
206,178,262,185,321,221,
203,176,264,186,289,207,
201,177,257,185,292,212,
203,175,255,184,288,210,
179,145,212,175,264,181,295,207,
207,176,269,187,
222,182,277,192,
209,178,269,190,
205,175,267,189,
211,182,272,194,
195,151,233,187,292,197,
193,147,237,187,315,214,
198,151,236,188,299,199,
196,152,232,186,307,207,
204,156,241,189,298,198,
203,156,230,184,297,199,
212,162,236,187,292,197,
211,163,235,189,298,201,
184,158,225,180,254,209,
191,166,228,183,258,211,
199,173,231,188,265,218,
204,174,246,195,273,219,
212,175,255,197,306,225,
195,140,226,182,263,200,
208,143,240,187,273,202,
214,150,243,191,278,208,
188,147,227,167,245,195,287,220,
187,151,225,174,266,218,
191,161,242,193,269,227,
196,167,247,194,275,228,
199,121,212,174,282,226,
220,132,240,191,301,232,
227,148,242,200,283,221,
227,158,240,208,
195,143,227,171,248,226,
199,148,231,182,255,234,
205,153,236,187,282,249,
209,163,246,200,280,251,
210,116,216,168,251,201,
221,125,232,182,257,204,
221,123,235,185,261,207,
218,121,239,187,269,216,
231,136,242,190,274,223,
232,144,243,196,271,224,
201,108,234,152,248,207,
205,133,236,162,248,213,
203,131,236,166,250,219,
211,149,240,174,257,230,
213,157,246,187,260,238,
208,106,213,163,243,189,259,240,
221,166,251,191,
219,123,228,168,261,202,
221,127,234,179,260,201,
223,127,236,180,265,206,
225,132,238,185,268,213,
230,140,242,189,269,214,
228,136,243,192,269,215,
229,148,242,197,278,250,
209,131,228,157,240,205,267,229,
210,139,228,164,241,210,266,233,
211,145,229,170,245,218,
211,149,229,174,247,225,
212,152,235,186,252,232,
219,164,247,200,259,238,
220,168,246,197,257,237,
233,125,231,176,256,206,
237,122,239,190,264,217,
238,131,237,191,259,217,
237,133,237,200,259,224,
239,139,242,209,
