292,197,233,177,190,219,
295,199,236,176,191,219,
311,182,258,160,209,205,
242,173,189,219,
254,161,202,205,
257,161,208,205,
262,162,221,202,
272,163,228,202,177,192,
273,162,230,199,182,190,
275,160,230,197,163,200,
281,157,239,192,176,187,
282,156,239,191,173,188,
281,157,242,188,180,184,
287,152,242,186,183,181,
287,152,249,180,180,183,
250,182,187,181,
263,173,189,177,
272,170,199,173,
276,172,204,176,
292,168,213,175,187,229,
254,172,253,175,219,187,177,240,
296,174,218,181,195,231,
294,174,215,181,196,225,
292,173,214,182,174,251,
290,173,213,180,193,220,
295,171,215,180,194,223,
298,170,215,179,193,222,
295,170,217,177,172,248,
289,173,212,179,
288,174,212,181,
294,172,223,176,183,232,

268,136,219,203,
309,137,262,138,221,203,



265,136,227,205,
266,136,228,197,

265,134,227,199,




238,164,254,224,
239,164,259,229,
235,171,244,253,
233,176,264,234,
232,172,260,234,
229,171,258,233,
228,165,257,230,
226,165,255,217,
228,169,256,211,
227,151,257,216,
227,156,243,246,
226,148,245,239,
227,136,252,184,
224,137,255,204,239,238,
219,127,247,177,234,239,
218,133,248,179,232,241,
217,126,246,173,231,237,
248,174,231,229,
244,155,237,239,
248,153,233,215,
242,130,238,214,
244,133,233,192,266,266,
247,135,235,193,262,263,
246,141,235,196,259,226,
240,116,235,191,259,227,
247,131,235,185,259,220,
242,113,235,185,259,221,
242,125,233,182,256,218,
243,133,233,181,258,219,
242,140,233,181,256,215,
241,116,233,177,255,218,
240,128,231,172,252,211,279,264,
238,127,228,171,251,213,259,254,
233,129,226,173,246,205,260,258,
221,164,241,198,276,258,
217,162,237,196,253,250,
215,161,236,197,251,249,
212,154,231,187,248,247,
212,142,234,189,248,244,
212,150,231,185,243,240,
211,147,229,179,245,237,
212,141,230,176,245,230,
212,141,226,167,241,222,298,248,
227,156,242,212,287,227,
227,150,243,205,290,223,
228,152,241,202,289,219,
223,141,239,198,290,219,
224,136,241,195,293,219,
211,126,226,180,276,203,
210,133,223,179,275,203,
218,177,271,200,
218,175,270,198,
215,171,267,197,
211,164,265,191,
206,157,259,183,274,238,
199,154,251,181,274,242,
197,150,248,179,289,247,
198,151,248,176,272,241,
189,144,240,171,262,234,
191,145,242,173,272,237,
188,144,239,171,266,236,
170,122,232,168,263,234,
223,155,247,217,
214,148,246,216,
216,149,249,219,
